X,f(X)
-3.141592653589793,NaN
-3.041592653589793,-198.1782555310111
-2.941592653589793,-48.20259995327345
-2.841592653589793,-20.456540853694158
-2.7415926535897928,-10.754236626542777
-2.6415926535897927,-6.235561780139466
-2.5415926535897926,-3.6941467985673766
-2.4415926535897925,-1.9826698395901405
-2.3415926535897924,-0.5398528347419349
-2.2415926535897923,1.0611857366229915
-2.1415926535897922,3.3990683798381074
-2.041592653589792,7.7225770837953185
-1.941592653589792,17.706996150144047
-1.841592653589792,48.14529361454777
-1.7415926535897919,197.57217294285172
-1.6415926535897918,2811.0349601043863
-1.5415926535897917,-40133.0328239704
-1.4415926535897916,-459.64986500908617
-1.3415926535897915,-80.67439596161458
-1.2415926535897914,-26.247009656415088
-1.1415926535897913,-11.148980145187279
-1.0415926535897913,-5.390584656113557
-0.9415926535897913,-2.716691556000587
-0.8415926535897913,-1.2831326399350553
-0.7415926535897913,-0.4178177693360614
-0.6415926535897913,0.16018729768682394
-0.5415926535897914,0.5782368960060605
-0.4415926535897914,0.8956835702137383
-0.3415926535897914,1.1391352501392051
-0.2415926535897914,1.3189089922398247
-0.1415926535897914,1.437523378195155
-0.04159265358979139,1.4945721814996853
0.058407346410208616,1.027711922286311
0.15840734641020862,0.4325089830823326
0.2584073464102086,0.23327897971517628
0.35840734641020866,0.13412394238549602
0.45840734641020864,0.07750448573528693
0.5584073464102086,0.043249521232387955
0.6584073464102086,0.022251085745376476
0.7584073464102086,0.00974180917310386
0.8584073464102085,0.0029694776828572524
0.9584073464102085,2.2991068082816088E-4
1.0584073464102086,4.104939411522566E-4
1.1584073464102087,0.002754503022699265
1.2584073464102088,0.0067300522443160885
1.3584073464102089,0.011952824153692063
1.458407346410209,0.01813921080247782
1.558407346410209,0.02507552106432889
1.6584073464102091,0.032598432387659096
1.7584073464102092,0.04058122615718723
1.8584073464102093,0.04892509770542032
1.9584073464102094,0.05755047235199159
2.0584073464102093,0.06639493607822906
2.1584073464102094,0.07540717036187804
2.2584073464102095,0.0845461855586432
2.3584073464102095,0.09377844971411939
2.4584073464102096,0.10307588714275885
2.5584073464102097,0.11241611316383707
2.65840734641021,0.12178045374669236
2.75840734641021,0.131152518601773
2.85840734641021,0.14052022093514568
2.95840734641021,0.1498723180672845
3.05840734641021,0.15919984527558612
3.1584073464102103,0.16849523368259353
3.2584073464102103,0.17775285054349163
3.3584073464102104,0.18696676743528956
3.4584073464102105,0.19613296652720286
3.5584073464102106,0.20524790150334793
3.6584073464102107,0.21430865797752202
3.758407346410211,0.22331285661830588
3.858407346410211,0.2322585717885245
3.958407346410211,0.2411450268404215
4.058407346410211,0.24996992306767474
4.15840734641021,0.25873283148617104
4.25840734641021,0.2674331042400166
4.3584073464102095,0.2760703017176389
4.458407346410209,0.28464416225886235
4.558407346410209,0.29315457617924157
4.6584073464102085,0.3016015634494895
4.758407346410208,0.30998525447952424
4.858407346410208,0.31830689789876043
4.958407346410207,0.3265651152696703
5.058407346410207,0.334761035084323
5.158407346410207,0.3428951036502785
5.258407346410206,0.3509678164322401
5.358407346410206,0.35897971000489076
5.458407346410206,0.366932092843722
5.558407346410205,0.3748241793091584
5.658407346410205,0.38265730252064184
5.758407346410205,0.3904321030228827
5.858407346410204,0.39814923814777153
5.958407346410204,0.40580937814931234
6.0584073464102035,0.41341320287030964
6.158407346410203,0.4209613988688853
6.258407346410203,0.42845538638721203
6.358407346410202,0.4358941164683546
6.458407346410202,0.4432793918820583
6.558407346410202,0.4506118760989604
6.658407346410201,0.4578922366091313
6.758407346410201,0.46512114262911564
6.858407346410201,0.47229926310341525
6.9584073464102,0.47942726496800214
7.0584073464102,0.48650581164692247
7.1584073464102,0.4935355617561688
7.258407346410199,0.5005174069090093
7.358407346410199,0.5074512792244036
7.4584073464101985,0.5143384897008678
7.558407346410198,0.5211790430535286
7.658407346410198,0.5279749517514125
7.7584073464101975,0.53472536316633
7.858407346410197,0.5414313787537826
7.958407346410197,0.5480935902939729
8.058407346410197,0.5547125793201719
8.158407346410197,0.561288916958477
8.258407346410197,0.5678231638212833
8.358407346410196,0.5743158699478245
8.458407346410196,0.5807675747858372
8.558407346410196,0.587178807209062
8.658407346410195,0.5935500855658475
8.758407346410195,0.5998819177546532
8.858407346410194,0.6061761461302575
8.958407346410194,0.6124310455403108
9.058407346410194,0.6186480807021294
9.158407346410193,0.6248277377747306
9.258407346410193,0.630970494410596
9.358407346410193,0.6370768198682606
9.458407346410192,0.6431471751285872
9.558407346410192,0.6491820130140477
9.658407346410192,0.6551817783104169
9.758407346410191,0.6611469078903585
9.858407346410191,0.6670778308384219
9.95840734641019,0.6729749685770581
